Reviews,Sentiment,NormalizedReviews
yeh touch pad par roshni baar ke sath taaza tareen version bhi hai behtareen,1,yeh touch pad par roshni baar ke sath taaza tareen version bhi hy behtareen
yeh order diya gaya hai ke  dinon mein aeye kaamil aur gamestop kaam karte hain aur daraz qabil aetmaad hain achay kaam ko barqarar rakhen,1,yeh order diya gya hy ke  dinon main aeye kaamil aur gamestop kaam karte hy aur daraz qabil aetmaad hy achay kaam ko barqarar rakhen
acha masnoaat acha sound aur picture ka miyaar,1,acha masnoat acha sound aur picture ka miyaar
tasweer mayar acha hai sound acha hai lekin iss ke mono stereo  yeh monitor paish karta hai  shandaar hain k mawaad down load karen aur meri raye ka ishtiraaq karen ge,1,tasweer miyaar acha hy sound acha hy lekin iss ke mono stereo  yeh monitor paish krta hy  shandar hy k mawaad down load karen aur meri raye ka ishtiraaq karen gi
bohat achi picture aur sound ka miyaar,1,bohat achi picture aur sound ka miyaar
lg mujhe uhd chaiye na ke hd,-1,lag mujhe uhd chaiye ny ke hd
behtareen hai isse istemaal karein,1,behtareen hy isse istemaal karein
achi qeemat qur acha miyaar aur acha sound,1,achi qemat qur acha miyaar aur acha sound
bht fast hi phaly mry e paas ur tha wo acha nhi thavideo mayar iss good,1,bht fast hy phaly mry e paas ur tha wo acha nhi thavideo miyaar iss good
kyun qeemat kaam hai iss ki masnoaat ki kya wajah hai aap mujhe bta satke hainshandaar,0,kyun qemat kaam hy iss ki masnoat ki kya wajah hy aap mujhe bta satke hainshandaar
asal masnoaattezz tarseelaur achi packing,1,asal masnoaattezz tarseelaur achi packing
agarchay lahore se aya tu yeh mere order se masool honay wali pehli cheez thi bayan kardah khususiyaat aur smart tv ke sath bohat khush hain,1,agarchay lahore se aya tu yeh mere order se masool honay wali pehli cheez thi bayan kardah khususiyaat aur smart tv ke sath bohat khush hy
shukria ye mujhe dene ke liye ye bohat hai aur yeh bohat achay miyaar ka hai,1,shukriya yeh mujhe dene ke liye yeh bohat hy aur yeh bohat achay miyaar ka hy
let tv acha hai iss qeemat mein aur miyaar bhi acha hai,1,let tv acha hy iss qemat main aur miyaar bhi acha hy
ye masnoaat bohat acha hai picture mayar bhi achi hai,1,yeh masnoat bohat acha hy picture miyaar bhi achi hy
bazaar ki led se bohat achi hai achi picture mayar,1,bezar ki led se bohat achi hy achi picture miyaar
mein lahore se hon meine se daraz se order kia mujhe  mein picture mayar bohat achi hai,1,main lahore se ho meine se daraz se order kia mujhe  main picture miyaar bohat achi hy
yeh thora late tarseel hua lakin acha hai,1,yeh thora late tarseel hova lakin acha hy
iska miyaar acha hai aur sound bhi acha hai mein isse  stars deta hon,1,iska miyaar acha hy aur sound bhi acha hy main isse  stars deta ho
aaj mila hhai kaam frequency mein itna acha nahi aur ab pta nahi agay kaisa chalta hai,0,aaj mila hhai kaam frequency main itna acha nahi aur ab pta nahi agay kaisa chalta hy
iss qeemat range mein bohat achay hain,1,iss qemat range main bohat achay hy
sound ki range bohat achi mere khayal se best headphones hain yeh,1,sound ki range bohat achi mere khayal se best headphones hy yeh
yeh achi tarhan connect hotah hai aur piece bhi achi hai bazaar se,1,yeh achi tarhan connect hotah hy aur piece bhi achi hy bezar se
yeh aik acha masnoaat hai achi qeemat mein,1,yeh aik acha masnoat hy achi qemat main
thora waqt laga tarseel mein lakin yeh aik achi cheez hai,1,thora waqt laga tarseel main lakin yeh aik achi cheez hy
mujhe black mila blue ki jagah lakin sound aur bas bohat achi hai mein iss ki safarish karta hon,1,mujhe black mila blue ki jagah lakin sound aur bas bohat achi hy main iss ki sifarish krta ho
acha masnoaat aur sound acha hai,1,acha masnoat aur sound acha hy
yeh achay hain ur achi qeemat mein hai,1,yeh achay hy ur achi qemat main hy
yeh sab se achay hain bazaar mein,1,yeh sab se achay hy bezar main
yeh aik achi deal hai iss qeemat mein fm nahi chal raha lakin miyaar acha hai,1,yeh aik achi deal hy iss qemat main fm nahi chal rha lakin miyaar acha hy
donon sides toot gyi hai isko na khareedain,-1,donon sides toot gyi hy isko ny khareedain
acha sound aur battery timing,1,acha sound aur battery timing
miyaar acha hai lakin mic nahi hai beech phir bhi iss qeemat mein acha hai,1,miyaar acha hy lakin mic nahi hy beech phr bhi iss qemat main acha hy
behtareen headphone iss qeemat mein,1,behtareen headphone iss qemat main
iss qeemat mein bohat acha drone hai mein bohat khush hon,1,iss qemat main bohat acha drone hy main bohat khush ho
bohat acha kaam karta hai aur acha miyaar hai,1,bohat acha kaam krta hy aur acha miyaar hy
yeh aik acha masnoaat hai,1,yeh aik acha masnoat hy
meine koi aur rang order kia tha mujhe black rang mila hai headphone ka miyaar acha nahi ur kaafi loose fitting hai iski lakin sound acha hai,1,meine koi aur rang order kia tha mujhe black rang mila hy headphone ka miyaar acha nahi ur kaafi loose fitting hy iski lakin sound acha hy
nahi microphone hai nah stereo sound bohat bura miyaar,-1,nahi microphone hy ny stereo sound bohat bura miyaar
mein umeed nahi kar rha tha itni achi sound bohat acha miyaar,1,main umeed nahi kr rha tha itni achi sound bohat acha miyaar
ye bohat acha hai app ko ye kharreedna chahiye,1,yeh bohat acha hy app ko yeh kharreedna chahiye
bohat achay headphones ur bhetreen bas ke sath,1,bohat achay headphones ur behtareen bas ke sath
mujhe red rang chahiye,1,mujhe red rang chahiye
tasaveer mein dekhaya gaya hai jaisa ke head phone ki nazron ko waqai hai aur saaf khatam hota hai waqt par pouncha tha awaz ki kefiyat bohat acha hai aur bluetooth ke sath munsalik karne ke liye iss ka bohat asan hai iss mein bhi aik charge ki haddi shaamil hai sirf nichale hissay yeh hai ke agarchay iss ke paas aik dukaan ki dukaan hai box mein mojood koi dukaan nahi thi majmoi tor par paisay ke liye iss ki achi qeemat,1,tasaveer main dekhaya gya hy jaisa ke head phone ki nazron ko waqai hy aur saaf khatam hota hy waqt par pouncha tha awaz ki kefiyat bohat acha hy aur bluetooth ke sath munsalik karne ke liye iss ka bohat asan hy iss main bhi aik charge ki haddi shaamil hy sirf nichale hissay yeh hy ke agarchay iss ke paas aik dukaan ki dukaan hy box main mojood koi dukaan nahi thi majmoi tor par paisay ke liye iss ki achi qemat
mujhe order jald hi mil gaya service taizi se tha masnoaat kaamil hai mujhe wazeh awaz aur dhrhki se aisa achchca bus nahi tha yeh bus theek awaz aur dhrhki se achchca hai yeh battery ki zindagi bhi herat angaiz hai yeh banaya gaya miyaar bhi achchca hai yeh premium lag raha hai aur mehsoos karta hai iss qeemat tag ke liye yeh mutawazan masnoaat hai,1,mujhe order jald hy mil gya service taizi se tha masnoat kaamil hy mujhe wazeh awaz aur dhrhki se aisa achchca bus nahi tha yeh bus theek awaz aur dhrhki se achchca hy yeh battery ki zindagi bhi herat angaiz hy yeh banaya gya miyaar bhi achchca hy yeh premium lag rha hy aur mehsoos krta hy iss qemat tag ke liye yeh mutawazan masnoat hy
behtreeen headphones aur achi bas,1,behtreeen headphones aur achi bas
tez tarseel aur behtereen headphones,1,tez tarseel aur behtereen headphones
paison ke lehaz se bohat acha,1,paison ke lehaz se bohat acha
qeemati aur music sunanein walon ke lia bohat acha,1,qeemati aur music sunanein walon ke lia bohat acha
bohat pasand hai yeh mujhe sound bohat acha hai,1,bohat pasand hy yeh mujhe sound bohat acha hy
acha miyaar lakin silai mein thori kharabi,-1,acha miyaar lakin silai main thori kharabi
n gitaar picks ke sath mera tajurbah bohat acha raha gitaar utha bohat achay miyaar ka tha aur uin mein se  tamam mukhtalif design thay jinhon nai waqai acha laga hai yeh apne maqsad ko pura karte hain aur aap aasani se in ke sath khail satke hain,1,ny gitaar picks ke sath mera tajurba bohat acha rha gitaar utha bohat achay miyaar ka tha aur uin main se  tamam mukhtalif design thay jinhon nai waqai acha laga hy yeh apne maqsad ko pura karte hy aur aap aasani se in ke sath khail satke hy
order bohat jald mill gya shukria muft gift ke liye miyaar bohat acha hai,1,order bohat jald mil gya shukriya muft gift ke liye miyaar bohat acha hy
qeemat ke lehaz se theek hai ye,1,qemat ke lehaz se theek hy yeh
bohat acha sound bar achi led ke sath,1,bohat acha sound bar achi led ke sath
mujhe pasand nahi aya aur digital toner bhi la patah hai muqami bazaar mein rs mein istarhan ke guitar mil jata hai,1,mujhe pasand nahi aya aur digital toner bhi la patah hy muqami bezar main rs main istarhan ke guitar mil jata hy
mujhe ye bohat pasand aya ab tak ye,1,mujhe yeh bohat pasand aya ab tak yeh
bohat acha aur top ka miyaar,1,bohat acha aur top ka miyaar
yeh behtareen hai ganne bohat achay chalte hai isme,1,yeh behtareen hy ganne bohat achay chalte hy isme
mein ts model ki sifarish karta hon,0,main ts model ki sifarish krta ho
iss bb si ke sath bohat khush hon  aap ko bay naqaab kabhi nahi bbc ko khatam karne ke baad bohat bas waqay hota hai  aik munasib qeemat ke sath taiz raftaar tarseel aur shandaar masnoaat ke liye daraz shukriya mein aap sab ko iss ki masnoaat ki sifarish karoon ga,1,iss bb se ke sath bohat khush ho  aap ko bay naqaab kabhi nahi bbc ko khatam karne ke baad bohat bas waqay hota hy  aik munasib qemat ke sath taiz raftaar tarseel aur shandar masnoat ke liye daraz shukriya main aap sab ko iss ki masnoat ki sifarish karoon ga
tarseel achi nahi thi aru bachon ke lia banaya gya hai jaisa aur miyaar acha nahi hai,1,tarseel achi nahi thi aru bachon ke lia banaya gya hy jaisa aur miyaar acha nahi hy
chota speaker bohat acha hai aur battery timie bhi bohat acha hai,1,chota speaker bohat acha hy aur battery timie bhi bohat acha hy
siund bohat acha hai,1,siund bohat acha hy
kuch khaas hai dvd hts   channel bluetoothufc live recording bas  subwoofer p scanning,0,kuch khaas hy dvd hts   channel bluetoothufc live recording bas  subwoofer p scanning
yeh waqi mein aik acha theatre hai ghar ke liye,1,yeh waqi main aik acha theatre hy ghair ke liye
taaqatwar speakers hamaray ghar theatre ke nizaam kisi bhi size ke gharon ke liye mufeed,-1,taqatwar speakers hamaray ghair theatre ke nizaam kisi bhi size ke gharon ke liye mufeed
acha miyaar aur  stars,1,acha miyaar aur  stars
filmon aur ganoon ke liye misali computer ke liye bohat acha speaker audio ki tarteeb aur tadaad aala miyaar hai deepbass ka wada kya hai jaisa ke kaam frequency bhi bohat achi hai aur tweeters best logitech model z daraz pk shukria,1,filmon aur ganoon ke liye misali computer ke liye bohat acha speaker audio ki tarteeb aur tadaad alaw miyaar hy deepbass ka wada kya hy jaisa ke kaam frequency bhi bohat achi hy aur tweeters best logitech model z daraz pk shukriya
kaam sahi kar raha hai aur isse uthana bhi bohat asan hai shukria daraz,1,kaam sahi kr rha hy aur isse uthana bhi bohat asan hy shukriya daraz
mujhe pasand hai kiun ke sound ka miyaar acha hai,1,mujhe pasand hy kiun ke sound ka miyaar acha hy
design mukhtalif hai aur sasta lag raha hai pictures se mera mashwara hai ke na khareedain,-1,design mukhtalif hy aur sasta lag rha hy pictures se mera mashwara hy ke ny khareedain
waisa hi mila jaisa likha hua tha shukria,1,waisa hy mila jaisa likha hova tha shukriya
ye acha hai lakin warranty card nahi hai,1,yeh acha hy lakin warranty card nahi hy
canon sab se acha hai,1,canon sab se acha hy
achi cheez hai har cheez achi hai qeemat ke lehaz se,1,achi cheez hy har cheez achi hy qemat ke lehaz se
mein isse  stars deta hon,1,main isse  stars deta ho
aik acha camera achi qeemat mein seller ne du din mein bhej dia tha oraur har cheez theek hai,1,aik acha camera achi qemat main seller ny du din main bhej dia tha oraur har cheez theek hy
mujhe aaj mila aur bilkul theek kaam kar raha hai,1,mujhe aaj mila aur bilkul theek kaam kr rha hy
thora dair se mila lakin miyaar camera ka acha hai,1,thora dair se mila lakin miyaar camera ka acha hy
kia video bananay ki salahiyat rakhta hai ke nahi,0,kia video bananay ki salahiyat rakhta hy ke nahi
mein aik photographer hon agar app mujhe yeh camera dein ge mein app ko credit dia karoon gah apni pictures mein,0,main aik photographer ho agar app mujhe yeh camera dein gi main app ko credit dia karoon gah apni pictures main
mein apni khareed se bilkul khush hon aur se sab asali cheezain hai,1,main apni khareed se bilkul khush ho aur se sab asali cheezain hy
behtareen intikhab mein ne april mein aik camera ka order diya aur iss ke kaam karne walay azeem wifi ka husool behtareen intikhab hai aur iss ka nateeja d ke muqablay mein ziyada behtar hai,1,behtareen intikhab main ny april main aik camera ka order diya aur iss ke kaam karne walay azeem wifi ka husool behtareen intikhab hy aur iss ka nateeja de ke muqablay main ziyada behtar hy
mujhe camera ke related sari information achi lagti hai,1,mujhe camera ke related sari information achi lagti hy
bas theek box ka kehna hai ke iss ke paas gb micro sd card bhi hai lekin mein usay nahi mil saka aur mujhe data cable bhi nahi mili,-1,bas theek box ka kehna hy ke iss ke paas ghaeb micro sd card bhi hy lekin main usay nahi mil saka aur mujhe data cable bhi nahi mili
acha camera aur achi qeemat mein,1,acha camera aur achi qemat main
bohat acha miyaar ur bohat achi cheez zaroor khareedna chahiye,1,bohat acha miyaar ur bohat achi cheez zaroor khareedna chahiye
mustahkam k crystal saaf tasaveer aur video stability screen mein taamer ke sath sath majmoi tor par aik mukammal package hai parwaaz karne ke liye bohat achcha aur super aasaan mere phantom  se ziyada behtar,1,mustahkam k crystal saaf tasaveer aur video stability screen main tamer ke sath sath majmoi tor par aik mukammal package hy parwaaz karne ke liye bohat achcha aur super aasaan mere phantom  se ziyada behtar
iss mein koi manual control buttons nahi aur bas munasib hai bas,0,iss main koi manual control buttons nahi aur bas munasib hy bas
din mein masool hui theek hai achi qeemat mein asar andaaz hai mazboot nahi hai bache aasani se nuqsaan pouncha sakta hai dosra koi bas control nhi teesri koi izafi output cable nahi fm kaam nahi karte masnoaat ke sath majmoi tor par mutmaen,0,din main masool hui theek hy achi qemat main asar andaaz hy mazboot nahi hy bache aasani se nuqsan pouncha sakta hy dosra koi bas control nhi teesri koi izafi output cable nahi fm kaam nahi karte masnoat ke sath majmoi tor par mutmaen
waisa hi tarseel hua jaisa likha hua tha ur box aur packing bhi achi thi shukria daraz,1,waisa hy tarseel hova jaisa likha hova tha ur box aur packing bhi achi thi shukriya daraz
acha sound system lakin iss may bluetooth nahi hai,1,acha sound system lakin iss may bluetooth nahi hy
achi qeemat aur iss qeemat mein aawaz yeh   channel sound system kaam darmiyanay budget ki qeemat mein hai iss mein bluetooth nahi hai ufc aur memory card ke ikhtiyarat mojood hain lekin bas aur treble ke liye dasti control nahi hai speaker ki taren mukhtasir hain aap inhen apne kamray ke har koonay mein nahi daal satke hain,1,achi qemat aur iss qemat main aawaz yeh   channel sound system kaam darmiyanay budget ki qemat main hy iss main bluetooth nahi hy ufc aur memory card ke ikhtiyarat mojood hy lekin bas aur treble ke liye dasti control nahi hy speaker ki taren mukhtasir hy aap inhen apne kamra ke har koonay main nahi daal satke hy
achi masnoaat ur koi issue nahi shukria daraz,1,achi masnoat ur koi issue nahi shukriya daraz
munasib awaz ur munasib amd ke sath,0,munasib awaz ur munasib amd ke sath
tezz tarseel asal samsung ki masnoaat lekin yeh ghar theatre ke mutabadil nahi hai lekin chhootey kamray ya mohazab bas ke sath aik mohazab awaz ke liye kaafi acha hai,1,tezz tarseel asal samsung ki masnoat lekin yeh ghair theatre ke mutabadil nahi hy lekin chhootey kamra yeh mohazib bas ke sath aik mohazib awaz ke liye kaafi acha hy
mein ne samsung m soundbar khareeda hai yeh samsung ki nai aur asal masnoaat haimunasib qeemat mein shukria daraz pk,1,main ny samsung m soundbar khareeda hy yeh samsung ki nai aur asal masnoat haimunasib qemat main shukriya daraz pk
yeh sab se acha hai jo maine khareeda,1,yeh sab se acha hy jo maine khareeda
yeh achi baat hai ke iss cheez ke baray mein yeh lakri ke case mein banaya gaya hai jis mein pvc case ke muqablay mein achay miyaar ki awaz peda hoti hai,1,yeh achi baat hy ke iss cheez ke baray main yeh lakri ke case main banaya gya hy jis main pvc case ke muqablay main achay miyaar ki awaz peda hoti hy
guitar acha nahi hai,0,guitar acha nahi hy
awaz ka miyaar acha hai,1,awaz ka miyaar acha hy
sab se achay miyaar intehai halki wazan ki sifarish ki jati hai aur iss ki deewar par rakhi jati hai kyunkay chipaknay wali tape ko bhi sath sath deewar par yeh chhota sa wazan le jane ke liye kaafi chip chapa nahi hai    iss paisay ko zaya kar diya,1,sab se achay miyaar intehai halki wazan ki sifarish ki jati hy aur iss ki deewar par rakhi jati hy kyunkay chipaknay wali tape ko bhi sath sath deewar par yeh chhota sa wazan lye jane ke liye kaafi chip chapa nahi hy    iss paisay ko zaya kr diya
aik piece mila piloows ke begair,0,aik piece mila piloows ke begair
design aaccha nahi tha mein ne usay pasand nahi kya print bohat hi zahir nahi sun hwa tha lehaza mein ne pasand nahi kya mawaad theek tha lekin mein bohat ziyada nahi bana saka kyunkay iss terhan mehsoos hota tha ke iss ki nashist iss ke paas thi yeh bohat sakht tha mein sirf iss bistar sheet ko dhoney ke baad bta sakta hon ke yeh kis terhan tha doosri soorat mein yeh aaccha lag raha hai rang mutharrak hain silai aaccha tha wahan bistar sheet band nahi phansi koi dheelay sure they iss ke khatam karne ke liye aaccha tha miyaar tasalii bakhash hai aur mein iss ke sath theek hon,-1,design aaccha nahi tha main ny usay pasand nahi kya print bohat hy zahir nahi sun hova tha lehaza main ny pasand nahi kya mawaad theek tha lekin main bohat ziyada nahi bana saka kyunkay iss terhan mehsoos hota tha ke iss ki nashist iss ke paas thi yeh bohat sakhat tha main sirf iss bistar sheet ko dhoney ke baad bta sakta ho ke yeh kiss terhan tha doosri soorat main yeh aaccha lag rha hy rang mutharrak hy silai aaccha tha wahan bistar sheet band nahi phansi koi dheelay sure they iss ke khatam karne ke liye aaccha tha miyaar tasalli bakhash hy aur main iss ke sath theek ho
rang ur miyaar bohat bura hai aur aik pillow bheja hai,-1,rang ur miyaar bohat bura hy aur aik pillow bheja hy
plastic sastay miyaar ka tha lakin qeemat theek hai,1,plastic sastay miyaar ka tha lakin qemat theek hy
meine   watts manga lakin  watts mila,-1,meine   watts manga lakin  watts mila
yeh roti ki toukri bohat achi hai,1,yeh roti ki toukri bohat achi hy
khareede gaye masnoaat se bilkul mukhtalif hai,0,khareede gye masnoat se bilkul mukhtalif hy
kharidari ke sath koi masla nahi hai kyunkay yeh roti tokri zaroori maqsad faraham karne mein bohat mohazab thay mujhe waqai iss ki pasand hai kyunkay yeh kaafi naram hai aur iss mein store karne ke liye asan hai yeh bhi dhoney aur khushk karne ke liye bohat asan hai lehaza iss pack ke sath koi shikayat nahi hai,1,kharidari ke sath koi masla nahi hy kyunkay yeh roti tokri zaroori maqsad faraham karne main bohat mohazib thay mujhe waqai iss ki pasand hy kyunkay yeh kaafi naram hy aur iss main store karne ke liye asan hy yeh bhi dhoney aur khushk karne ke liye bohat asan hy lehaza iss pack ke sath koi shikayat nahi hy
theek hai yeh rootti ki tokri saada hai aur aik mohazab design hai jis mein apne kamray mein aish u aram ki mukammal ki jati hai iss ki kefiyat achchca hai mein kapray aur silai ke miyaar ke sath koi masla nahi hai yeh ghariyaan garam rakhta hai tokri waqai khobsorat hai jo mukhtalif qisam ke mukhtalif sayzon mein bhi bohat se roots mein foot baithta hai aur aap dosray  ko istemaal karte hain jo un ko garam rakhnay ke liye muhayya kar satke hain iss ke ilawa mein qeemat ke mutabiq iss par ghhor karoon ga,1,theek hy yeh rootti ki tokri saada hy aur aik mohazib design hy jis main apne kamra main aish you aram ki mukammal ki jati hy iss ki kefiyat achchca hy main kapray aur silai ke miyaar ke sath koi masla nahi hy yeh ghariyaan garam rakhta hy tokri waqai khubsurat hy jo mukhtalif qisam ke mukhtalif sayzon main bhi bohat se roots main foot baithta hy aur aap dosray  ko istemaal karte hy jo un ko garam rakhnay ke liye muhayya kr satke hy iss ke ilawa main qemat ke mutabiq iss par ghhor karoon ga
muhe yeh rang acha nahi laga kia koi ur tha rang mila blue miyaar bhi bura hai,-1,muhe yeh rang acha nahi laga kia koi ur tha rang mila blue miyaar bhi bura hy
yeh aik acha lamp hai button brown rang ka hai ur plastic sunahre rang ka hai,1,yeh aik acha lamp hy button brown rang ka hy ur plastic sunahre rang ka hy
dawat ke liye acha hai,1,dawat ke liye acha hy
sab se acha led bulb hai daraz mein,1,sab se acha led bulb hy daraz main
ye bilkul beqaar hain rang bhi bohat kaam aye ur miyaar bhi acha nhi hai mein iski sifarish nahi karta,-1,yeh bilkul beqaar hy rang bhi bohat kaam ai ur miyaar bhi acha nhi hy main iski sifarish nahi krta
rang balls achay hai lakin qeemat iss ke liya achii nahi hai,1,rang balls achay hy lakin qemat iss ke liya achii nahi hy
qeemat bohat ziada hia iss sasti cheez ka liya,-1,qemat bohat ziada hia iss sasti cheez ka liya
achi mayar ke bulbs osaka ke,1,achi miyaar ke bulbs osaka ke
asan hai istemaal karne ka lia lakin dehan se,0,asan hy istemaal karne ka lia lakin dehan se
meine khareeda hai ye acha hai,1,meine khareeda hy yeh acha hy
dispenser ka miyaar acha nahi hai,0,dispenser ka miyaar acha nahi hy
kun iss beqaar cheez ko istamal kare gah,1,kun iss beqaar cheez ko istemal kare gah
meine istamal kia hai acha hai,1,meine istemal kia hy acha hy
bura miyaa hai khareedne ka lia nahi kahoon gah,-1,bura miyaa hy khareedne ka lia nahi kahoon gah
bohat mayoos hon isko dekh phenk dia hai,-1,bohat mayus ho isko dekh phenk dia hy
paison ka zaya hai aur miyaa bhi bohat bura hai,-1,paison ka zaya hy aur miyaa bhi bohat bura hy
miyaar bura hai ur cheezki bunawat mein bhi kami hai ur mazboot nahi hai,-1,miyaar bura hy ur cheezki bunawat main bhi kami hy ur mazboot nahi hy
bura miyaar hai,-1,bura miyaar hy
yeh bohat chotay size mein hai aur picture jaisa nahi hai,-1,yeh bohat chotay size main hy aur picture jaisa nahi hy
meri wife isse cooking mein istemaal kar rahi hai se bohat kaam araha hai,1,meri wife isse cooking main istemaal kr rahi hy se bohat kaam araha hy
picture ki tarhan same ur acha king size bedsheet,-1,picture ki tarhan same ur acha king size bedsheet
acha miyaar iss qeemat mein,1,acha miyaar iss qemat main
nah khareedain acha miyaar nahi hai,-1,ny khareedain acha miyaar nahi hy
stuff acha hai lakin qeemat ke lehaz se acha nahi hai,-1,stuff acha hy lakin qemat ke lehaz se acha nahi hy
bohat acha rate mila daraz se miyaar bhi bohat acha tha,1,bohat acha rate mila daraz se miyaar bhi bohat acha tha
cheez se mutmaeen hon fabric acha hai aur design bhi,1,cheez se mutmaeen ho fabric acha hy aur design bhi
miyaar acha hai aur tarseel waqt achi khareed,1,miyaar acha hy aur tarseel waqt achi khareed
meine teen order kiya ur san achay niklay,-1,meine teen order kya ur san achay niklay
meinbohat hairaan hon ke daraz itni buri mayar bhi sale kar raha hai,-1,meinbohat hairaan ho ke daraz itni buri miyaar bhi sale kr rha hy
ye dikhta acha hai lakin finish bhi acha hona chahiye,1,yeh dikhta acha hy lakin finish bhi acha hona chahiye
mayar tasveer jaisa thi kuch toota nahi hua tha,1,miyaar tasveer jaisa thi kuch toota nahi hova tha
mujhe bedsheet ka miyaar bohat acha laga,1,mujhe bedsheet ka miyaar bohat acha laga
acha stuff ur finish ur packing,1,acha stuff ur finish ur packing
achi big friday ki khareed,1,achi big friday ki khareed
mujhe aaj mila oicture jais hai aur miyaar bohat acha hai,1,mujhe aaj mila oicture jais hy aur miyaar bohat acha hy
cheez picture jaisi hai mutmaeen,0,cheez picture jaisi hy mutmaeen
picture se size chota hai,-1,picture se size chota hy
acha nahi ur qeemat ziada hai,1,acha nahi ur qemat ziada hy
yeh aik khaas tor par ramzan ke liye pirokaron aur rolls ko farogh dainay ke liye khareeda yeh tali hui ashya ko khushk karne ke douran tail ko bachanay mein madad millti hai miyaar achi hai aur iss baat ka yaqeen karne ke liye aik mufeed cheez hai lekin iss ke dosray hissay par klpr chhota hai aur isi wajah se pakoron ka aik chhota sa imla aik baar phir le jane ki ijazat deta hai,-1,yeh aik khaas tor par ramzan ke liye pirokaron aur rolls ko farogh dainay ke liye khareeda yeh tali hui ashya ko khushk karne ke douran tail ko bachanay main madad millti hy miyaar achi hy aur iss baat ka yaqeen karne ke liye aik mufeed cheez hy lekin iss ke dosray hissay par klpr chhota hy aur isi wajah se pakoron ka aik chhota sa imla aik baar phr lye jane ki ijazat deta hy
acha shipment waqt ur miyaar,1,acha shipment waqt ur miyaar
miyaar beechne walay ke naam ke khilaaf hai,0,miyaar beechne walay ke naam ke khilaaf hy
kia mein jaan sakta hon muhe meri device kiun nahi mili,-1,kia main jaan sakta ho muhe meri device kiun nahi mili
khewra salt lamp bohat achay hai ur bohat acha kaam kia hai,1,khewra salt lamp bohat achay hy ur bohat acha kaam kia hy
meinnisse magic hume se connect karne mein nakam raha lakin yeh kaam sahi kar rahi hai ro remote bhi sahi hai,-1,meinnisse magic hume se connect karne main nakaam rha lakin yeh kaam sahi kr rahi hy ro remote bhi sahi hy
mujay ye light pasand jis ke sath remote faail bhi hai,1,mujay yeh light pasand jis ke sath remote faail bhi hy
acha gadget hai moqay ke liye,1,acha gadget hy moqay ke liye
mein iss bed sheet ke kapray ki kefiyat se khush hon dono rangon aur printing ko tasweer mein jama kar rahay hain aur iss par jhoot laganay ka ehsas hai kyunkay kapra naram hai aur paidaar lagta hai mujhe daraz se aasani se kharidari karne mein bohat khushi hai,1,main iss bed sheet ke kapray ki kefiyat se khush ho dono rangon aur printing ko tasweer main jama kr rha hy aur iss par jhoot laganay ka ehsas hy kyunkay kapra naram hy aur paidaar lagta hy mujhe daraz se aasani se kharidari karne main bohat khushi hy
mera aakhri jaiza mein mein ne battery ke masail ke baray mein zikar kya mein bazaar gaya aur battery khareeda jis ne mujhe  rupay aur lakri ki sthon ke liye khud drilling sakro ki qeemat di ab roshni bilkul sahih kaam kar rahi hain jahan tak operating ka talluq hai iss ki achi masnoaat mein supplier tajweez karta hon ke battery ke sath aik battery aur munasib sakro bhejen,1,mera aakhri jaiza main main ny battery ke masail ke baray main zikr kya main bezar gya aur battery khareeda jis ny mujhe  rupay aur lakri ki sthon ke liye khud drilling sakro ki qemat di ab roshni bilkul sahih kaam kr rahi hy jahan tak operating ka talluq hy iss ki achi masnoat main supplier tajaweez krta ho ke battery ke sath aik battery aur munasib sakro bhejen
achi cheez achi qeemat ke sath,1,achi cheez achi qemat ke sath
acha hai lakin size cable ka chota hai ur smartphone se chotha hai,-1,acha hy lakin size cable ka chota hy ur smartphone se chotha hy
achi cheez aur waqtr per mil gya,1,achi cheez aur waqtr par mil gya
mujhe ye waqt per mila overall acha hai lkin bulb jaldi kharab hogaye,-1,mujhe yeh waqt par mila overall acha hy lkin bulb jaldi kharab hogaye
asal mein se beqaar ur nakli hai ur size bhi chota hai,-1,asal main se beqaar ur nakli hy ur size bhi chota hy
mein bohat mutmaeen hon miyaar ur qeemat se shukria daraz,1,main bohat mutmaeen ho miyaar ur qemat se shukriya daraz
acha miyaar ur baqi sab kuch bhi bohat acha,1,acha miyaar ur baqi sab kuch bhi bohat acha
sab se acha masnoaat abhi tak zaroor khareedain,1,sab se acha masnoat abi tak zaroor khareedain
bohat acha lamp adjustable bhi hai,1,bohat acha lamp adjustable bhi hy
lamp bohat acha hai parhai ke lia bhi ur dosray kamon ke lia bhi ur kaafi adjustable bhi hia miyaar bhi buranhi hai,1,lamp bohat acha hy parhai ke lia bhi ur dosray kamon ke lia bhi ur kaafi adjustable bhi hia miyaar bhi buranhi hy
eay love it aap zaroor kahreeden,1,eay love it aap zaroor kahreeden
size ur battery theek hai ur miyaar bhi theek hai,1,size ur battery theek hy ur miyaar bhi theek hy
cheez mujhe blue mein mililakin asal mein yeh white mein hai lakin baqi sab khuch theek hai,1,cheez mujhe blue main mililakin asal main yeh white main hy lakin baqi sab khuch theek hy
uv ight nahi hai saal mein led light hai bohat buri bazaaring lakin kaam theek kar rha hain,1,uv ight nahi hy saal main led light hy bohat buri bazaaring lakin kaam theek kr rha hy
